,Name,Date,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1749,Dune 2,1965,No Votes,"Action, Adventure, Drama",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2126,Like Dogs,2021,221,"Horror, Thriller",94 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
6133,Wycliffe,2021,702,"Crime, Drama, Mystery",50 ,Series,TV-14,37,No Rate,No Rate,No Rate,No Rate,No Rate
2791,Blade: Trinity,2004,"171,030","Action, Horror, Sci-Fi",113 ,Film,R,-,Mild,Severe,Severe,None,Severe
2423,The Circle,2010,"5,929","Game-Show, Reality-TV",48 ,Series,TV-MA,40,Mild,None,Moderate,Mild,None
6030,Belle de jour,1967,"42,495","Drama, Romance",100 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
5319,Species II,1998,"28,643","Action, Horror, Sci-Fi",93 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
883,Wrong Turn,2021,"22,824","Horror, Thriller",109 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
3552,Daybreakers,2009,"125,541","Action, Horror, Sci-Fi",98 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1091,Luther,1995,"128,082","Crime, Drama, Mystery",60 ,Series,TV-MA,21,Mild,Severe,Mild,Mild,Severe
6014,Dollhouse,2016,"47,803","Drama, Mystery, Sci-Fi",44 ,Series,TV-14,27,Mild,Moderate,Mild,Mild,Moderate
4244,Team America: World Police,2004,"164,565","Action, Comedy",98 ,Film,R,-,Severe,Severe,Severe,Mild,Mild
531,The Golden Girls,2011,"34,783","Comedy, Drama",30 ,Series,TV-PG,177,Mild,None,Mild,None,None
4909,WarGames,1983,"95,161","Action, Adventure, Drama",114 ,Film,PG,-,None,None,Mild,Mild,Mild
2438,A.I. Artificial Intelligence,2001,"298,761","Drama, Sci-Fi",146 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
5005,Four Rooms,1995,"101,583",Comedy,98 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
4541,Taken 2,2012,"297,908","Action, Crime, Thriller",92 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
2608,Atomic Blonde,2017,"185,030","Action, Thriller",115 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
5059,Tra(sgre)dire,2000,"5,389","Comedy, Drama",91 ,Film,Not Rated,-,Severe,None,Mild,Mild,None
2290,Sicario: Day of the Soldado,2018,"136,602","Action, Adventure, Crime",122 ,Film,R,-,None,Severe,Moderate,Mild,Severe
1727,A Time to Kill,1996,"141,034","Crime, Drama, Thriller",149 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
610,White Collar,2018,"124,247","Comedy, Crime, Drama",40 ,Series,TV-PG,81,Mild,Mild,Mild,Mild,Mild
570,Gossip Girl,2021,"162,566","Drama, Romance",42 ,Series,TV-14,121,Moderate,Mild,Mild,Moderate,Mild
3994,Dreamcatcher,2003,"90,767","Drama, Horror, Sci-Fi",136 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1317,Big Mouth,1986,"63,265","Animation, Comedy, Romance",30 ,Series,TV-MA,45,Severe,Mild,Severe,Mild,None
343,Mean Girls,2004,"356,752",Comedy,97 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
587,Emma.,2020,"41,884","Comedy, Drama, Romance",124 ,Film,PG,-,Mild,None,None,None,None
4811,Blockers,2018,"75,714",Comedy,102 ,Film,R,-,Severe,Mild,Severe,Moderate,None
636,The Amazing Spider-Man,2012,"583,453","Action, Adventure, Fantasy",136 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
434,Antlers,2021,87,"Drama, Horror, Mystery",99 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
1903,The Royal Tenenbaums,2001,"277,285","Comedy, Drama",110 ,Film,R,-,Mild,Moderate,Mild,Moderate,Mild
3215,Namhansanseong,2017,"1,940","Action, Drama, History",140 ,Film,Not Rated,-,None,Moderate,No Rate,No Rate,No Rate
97,After We Fell,2021,"2,719",Drama,98 ,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
3362,Tango & Cash,1989,"101,446","Action, Comedy, Crime",104 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
3624,Empire of the Sun,1987,"120,531","Action, Drama, History",153 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
4768,Taken 3,2014,"185,732","Action, Crime, Thriller",108 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
5880,Private Parts,1997,"35,756","Biography, Comedy, Drama",109 ,Film,R,-,Moderate,None,Severe,Mild,None
2069,Wanted,2008,"374,835","Action, Crime, Thriller",110 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
1537,A Series of Unfortunate Events,1996,"56,859","Adventure, Comedy, Drama",50 ,Series,TV-PG,25,None,Mild,Mild,Mild,Moderate
3392,The Ninth Gate,1999,"174,403","Mystery, Thriller",133 ,Film,R,-,Moderate,Moderate,Mild,Moderate,Moderate
4253,Remember Me,2010,"142,430","Drama, Romance",113 ,Film,PG-13,-,Moderate,Moderate,Moderate,Moderate,Moderate
5368,Staten Island Summer,2015,"6,942","Comedy, Drama",108 ,Film,R,-,Mild,Mild,Severe,Severe,None
3518,McDonald & Dodds,2022,"2,793","Comedy, Crime, Mystery",90 ,Series,Not Rated,8,Mild,Mild,Mild,Mild,Mild
1517,The Girlfriend Experience,1981,"10,068",Drama,27 ,Series,TV-MA,37,Severe,Moderate,Moderate,Mild,None
965,Snatch,2000,"813,924","Comedy, Crime",104 ,Film,R,-,Mild,Moderate,Severe,Mild,Mild
5429,Cheaper by the Dozen,2003,"98,412","Comedy, Family",98 ,Film,PG,-,Mild,Mild,None,Mild,None
528,Jurassic Park,1993,"912,095","Action, Adventure, Sci-Fi",127 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
176,Scream,1996,"304,350","Horror, Mystery",111 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
2470,Resident Evil: The Final Chapter,2016,"88,801","Action, Horror, Sci-Fi",107 ,Film,R,-,None,Severe,Moderate,None,Moderate
4652,Ek Thi Begum,2020,"6,037","Crime, Drama",27 ,Series,None,26,No Rate,No Rate,No Rate,No Rate,No Rate
3808,Return to Oz,1985,"26,078","Adventure, Family, Fantasy",113 ,Film,PG,-,None,Mild,None,Mild,Moderate
3001,Blue Mountain State,2022,"50,584","Comedy, Sport",22 ,Series,TV-MA,39,Moderate,Mild,Moderate,Severe,None
5284,Always Be My Maybe,2019,"51,053","Comedy, Romance",101 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
572,The Little Things,2021,"77,478","Crime, Drama, Mystery",128 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
3454,The Durrells,2015,"9,743","Biography, Comedy, Drama",46 ,Series,TV-PG,26,Mild,Mild,Mild,Mild,Mild
592,Everybody's Talking About Jamie,2021,"4,839","Biography, Comedy, Drama",115 ,Film,PG-13,-,Mild,None,Mild,None,None
5123,Open Range,2003,"69,970","Action, Drama, Romance",139 ,Film,R,-,None,Moderate,Moderate,Mild,Mild
3062,Self/less,2015,"95,166","Action, Mystery, Sci-Fi",117 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3684,First Reformed,2017,"52,356","Drama, Mystery, Thriller",113 ,Film,R,-,None,Moderate,Mild,Moderate,Moderate
2374,Immortals,2011,"164,690","Action, Drama, Fantasy",110 ,Film,R,-,Moderate,Severe,Mild,None,Moderate
3064,The Book of Life,2014,"67,658","Animation, Adventure, Comedy",95 ,Film,PG,-,None,Mild,None,Mild,Mild
5792,Good Times,2000,"6,663",Comedy,30 ,Series,TV-PG,133,None,Mild,Mild,Mild,None
4456,Allegiant,2016,"115,284","Action, Adventure, Mystery",120 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
3869,Peppa Pig,2019,"4,365","Animation, Adventure, Comedy",9 ,Series,TV-Y,304,None,None,Mild,None,Mild
4318,Insurgent,2015,"226,861","Action, Adventure, Sci-Fi",119 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
2208,Looper,2012,"551,567","Action, Drama, Sci-Fi",113 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
6105,The Captive,2014,"32,311","Crime, Drama, Mystery",112 ,Film,R,-,None,Mild,Moderate,Mild,Moderate
2492,Clique,2021,"2,726","Drama, Thriller",43 ,Series,TV-MA,12,Moderate,No Rate,Severe,Moderate,No Rate
5411,Monte Carlo,2011,"43,176","Adventure, Comedy, Family",109 ,Film,PG,-,None,None,Mild,None,None
383,How to Get Away with Murder,1992,"139,455","Crime, Drama, Mystery",43 ,Series,TV-14,90,Moderate,Moderate,Mild,Moderate,Moderate
852,Kamisama no iu tôri,2014,"5,725","Adventure, Horror, Sci-Fi",117 ,Film,TV-MA,-,None,Severe,Mild,None,Moderate
1880,The Green Inferno,2013,"41,858","Adventure, Horror",100 ,Film,R,-,Moderate,Severe,Mild,Moderate,Severe
370,Saturday Night Live,2010,"45,651","Comedy, Music",90 ,Series,TV-14,915,Moderate,Mild,Moderate,Moderate,None
3558,Robin Hood: Men in Tights,1993,"120,960","Adventure, Comedy, Musical",104 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
4353,Songwriter,1984,704,"Drama, Music",94 ,Film,R,-,Mild,Mild,Mild,Moderate,None
5357,King Kong,1976,"31,536","Adventure, Horror",134 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
5322,Paddington,2014,"105,614","Animation, Adventure, Comedy",95 ,Film,PG,-,None,Mild,None,Mild,Mild
6135,The Brood,1979,"28,061","Horror, Sci-Fi",92 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
1105,Logan Lucky,2017,"141,330","Action, Comedy, Crime",118 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
3852,The Inspector Lynley Mysteries,1997,"4,546","Crime, Drama, Mystery",90 ,Series,TV-14,23,None,Severe,None,Severe,Severe
2361,Lois & Clark: The New Adventures of Superman,2012,"22,945","Adventure, Comedy, Drama",46 ,Series,TV-PG,87,None,Mild,Mild,Mild,Mild
4962,King of Thieves,2018,"12,957","Biography, Crime, Drama",108 ,Film,R,-,Mild,Mild,Severe,Moderate,Mild
1336,You Only Live Twice,1967,"103,911","Action, Adventure, Thriller",117 ,Film,PG,-,Mild,Moderate,Mild,Mild,Mild
2189,Independence Day: Resurgence,2016,"173,070","Action, Adventure, Sci-Fi",120 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
5665,Dumbo,2019,"71,014","Adventure, Family, Fantasy",112 ,Film,PG,-,None,Mild,None,None,Mild
5564,Destroyer,2018,"27,709","Action, Crime, Drama",121 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
3487,That's My Boy,2012,"95,306",Comedy,116 ,Film,R,-,Severe,Mild,Severe,Moderate,None
2246,Big Eyes,2014,"89,585","Biography, Crime, Drama",106 ,Film,PG-13,-,None,Mild,Mild,Moderate,Mild
4237,Psycho II,1983,"26,021","Crime, Horror, Mystery",113 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
5982,NewsRadio,1996,"14,640","Comedy, Romance",23 ,Series,TV-PG,97,Mild,No Rate,Mild,No Rate,No Rate
1171,Fury,2014,"451,968","Action, Drama, War",134 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
3274,Predator 2,1990,"154,179","Action, Horror, Sci-Fi",108 ,Film,R,-,Moderate,Severe,Severe,Severe,Severe
3881,Strange But True,2019,"4,151",Thriller,96 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate
6000,Machete Kills,2013,"76,964","Action, Crime, Thriller",107 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
1422,Dave,2011,"15,304","Comedy, Music",30 ,Series,TV-MA,20,Moderate,Mild,Severe,Moderate,None
2686,French Exit,2020,"4,828","Comedy, Drama",113 ,Film,R,-,None,Mild,Moderate,Mild,Mild
5885,Takers,2010,"60,684","Action, Crime, Thriller",107 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3513,Romeo and Juliet,1968,"30,671","Drama, Romance",138 ,Film,PG,-,Mild,Mild,None,Mild,Mild
3961,Yes Man,2008,"347,718","Comedy, Romance",104 ,Film,PG-13,-,Moderate,Mild,Moderate,Moderate,None
5560,Drake & Josh,2017,"37,566","Comedy, Family",23 ,Series,TV-Y7,57,None,Mild,None,None,None
1464,Point Break,1991,"169,670","Action, Crime, Thriller",122 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
874,28 Days Later...,2002,"393,805","Drama, Horror, Sci-Fi",113 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
2297,Transformers: The Last Knight,2017,"142,844","Action, Adventure, Sci-Fi",154 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2643,Reno 911!,1998,"18,300","Comedy, Crime",22 ,Series,TV-14,113,Moderate,Mild,Moderate,Mild,Mild
4998,Dumb and Dumber To,2014,"133,162",Comedy,109 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
5343,The Lone Ranger,2013,"227,651","Action, Adventure, Western",150 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
1251,Harley Quinn,2012,"19,404","Animation, Action, Adventure",23 ,Series,TV-MA,27,Mild,Severe,Severe,Moderate,Moderate
5330,Safe Haven,2013,"107,820","Drama, Romance, Thriller",115 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
840,Doctor Strange in the Multiverse of Madness,2022,No Votes,"Action, Adventure, Fantasy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4350,Out of the Furnace,2013,"111,654","Action, Crime, Drama",116 ,Film,R,-,None,Severe,Severe,Severe,Severe
581,PAW Patrol: The Movie,2021,"3,898","Animation, Adventure, Comedy",86 ,Film,E,-,Mild,Mild,None,None,Mild
204,FBI,1994,"13,075","Action, Crime, Drama",60 ,Series,TV-14,61,None,Moderate,Mild,Mild,Moderate
1641,The Incredibles,2004,"682,900","Animation, Action, Adventure",115 ,Film,PG,-,Mild,Mild,None,Mild,Mild
2014,The French Connection,1971,"116,159","Action, Crime, Drama",104 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
3253,Nuovo Cinema Paradiso,1988,"246,276","Drama, Romance",155 ,Film,PG,-,Moderate,Mild,Mild,Mild,Mild
905,Thor,2011,"786,140","Action, Adventure, Fantasy",115 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
631,Retfærdighedens ryttere,2020,"29,167","Action, Comedy, Drama",116 ,Film,Not Rated,-,Moderate,Moderate,Moderate,Moderate,Moderate
4366,The Human Centipede III (Final Sequence),2015,"15,932","Comedy, Horror",102 ,Film,Not Rated,-,Severe,Severe,Severe,Moderate,Severe
3771,Masters of the Universe,1987,"39,471","Action, Adventure, Fantasy",106 ,Film,PG,-,None,Mild,Mild,None,Mild
1974,Fa yeung nin wah,2000,"137,467","Drama, Romance",98 ,Film,PG,-,None,None,None,Mild,None
162,Shameless,2021,"217,452","Comedy, Drama",46 ,Series,TV-MA,134,Severe,Moderate,Severe,Severe,Moderate
4428,Diet of Sex,2014,"1,911","Comedy, Drama, Romance",72 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4195,Speed Racer,2008,"71,302","Action, Adventure, Comedy",135 ,Film,PG,-,None,Mild,Mild,None,Mild
5547,Ying xiong,2002,"177,804","Action, Adventure, History",120 ,Film,PG-13,-,Mild,Moderate,None,None,Mild
3717,Mary Queen of Scots,2018,"46,936","Biography, Drama, History",124 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
617,A Discovery of Witches,2004,"38,749","Drama, Fantasy, Romance",60 ,Series,TV-MA,20,Mild,Moderate,Mild,Mild,Moderate
875,John Wick: Chapter 4,2022,No Votes,"Action, Crime, Thriller",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1431,Dirty John,1998,"19,007","Crime, Drama",44 ,Series,TV-14,16,Mild,Mild,Mild,Mild,Moderate
2973,Shrill,2020,"7,080","Comedy, Drama",30 ,Series,TV-MA,22,Moderate,No Rate,Moderate,No Rate,No Rate
4266,Assault on Precinct 13,1976,"47,462","Action, Crime, Thriller",91 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
547,She's All That,1999,"91,482","Comedy, Romance",95 ,Film,PG-13,-,Mild,None,Mild,Moderate,None
4696,Bachelor Party,1984,"38,481",Comedy,105 ,Film,R,-,Moderate,None,Moderate,Moderate,None
6159,The Whole Truth,2016,"27,223","Crime, Drama, Mystery",93 ,Film,R,-,Mild,Mild,Mild,Mild,Mild
5198,Sliders,2013,"17,567","Adventure, Fantasy, Sci-Fi",60 ,Series,TV-PG,87,None,Mild,Mild,Mild,Mild
4936,The New Addams Family,1966,"2,087","Comedy, Family, Horror",30 ,Series,None,65,No Rate,No Rate,No Rate,No Rate,No Rate
3435,Basic Instinct 2,2006,"38,711","Drama, Mystery, Thriller",114 ,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
3982,The Innocents,1961,"28,792",Horror,100 ,Film,Not Rated,-,None,Mild,None,None,Moderate
3711,Blade,1955,No Votes,"Action, Adventure, Fantasy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5035,Smokin' Aces,2006,"141,825","Action, Comedy, Crime",109 ,Film,R,-,Moderate,Severe,Severe,Severe,Severe
2856,Fast & Furious,2009,"275,634","Action, Thriller",107 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
1861,Valerian and the City of a Thousand Planets,2017,"171,779","Action, Adventure, Fantasy",136 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
2659,Enemy of the State,1998,"235,028","Action, Thriller",132 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
3384,Oz the Great and Powerful,2013,"203,186","Adventure, Family, Fantasy",130 ,Film,PG,-,None,Mild,None,None,Moderate
5668,World Trade Center,2006,"81,885","Drama, History, Thriller",129 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
640,Shershaah,2021,"104,091","Action, Biography, Drama",135 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4994,Killjoys,2021,"21,218","Action, Adventure, Sci-Fi",42 ,Series,TV-MA,50,Moderate,Moderate,Mild,Mild,Mild
1009,Sinister,2012,"234,119","Horror, Mystery, Thriller",110 ,Film,R,-,None,Severe,Mild,Mild,Severe
3366,Ocean's Twelve,2004,"373,562","Crime, Thriller",125 ,Film,PG-13,-,None,Mild,Moderate,Mild,None
6036,Carnage,2011,"123,706","Comedy, Drama",80 ,Film,R,-,None,Mild,Moderate,Moderate,Mild
637,Final Destination,2000,"240,824","Horror, Thriller",98 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
3941,Central Intelligence,2016,"170,350","Action, Comedy, Crime",107 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
5046,Olympus Has Fallen,2013,"266,391","Action, Thriller",119 ,Film,R,-,None,Severe,Severe,Mild,Severe
4634,Rifkin's Festival,2020,"4,308",Comedy,88 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
2308,Eraserhead,1977,"109,694","Fantasy, Horror, Thriller",89 ,Film,Not Rated,-,Mild,Moderate,Mild,None,Severe
4288,Life Itself,2018,"19,730","Drama, Romance",117 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
3145,Homecoming,2015,"22,922","Drama, Mystery, Thriller",30 ,Series,TV-MA,17,Mild,Mild,Moderate,Mild,Moderate
4001,The Little Girl Who Lives Down the Lane,1976,"14,452","Drama, Horror, Mystery",91 ,Film,PG,-,Moderate,Moderate,Mild,Mild,Moderate
2096,The Visit,2015,"122,725","Horror, Mystery, Thriller",94 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
3908,Liar,2021,"8,209","Crime, Drama, Thriller",45 ,Series,TV-14,12,Mild,Mild,Mild,Mild,Moderate
1956,The Devil's Rejects,2005,"96,526","Crime, Horror, Western",107 ,Film,R,-,Severe,Severe,Severe,Severe,Severe
1372,Total Recall,1990,"315,381","Action, Sci-Fi, Thriller",113 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
5706,Cujo,1983,"43,350","Horror, Thriller",93 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
921,The Amazing Spider-Man 2,2014,"437,313","Action, Adventure, Fantasy",142 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
5645,The Proposition,2005,"51,575","Crime, Drama, Western",104 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
546,The Girl with the Dragon Tattoo,2011,"441,674","Crime, Drama, Mystery",158 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
1449,The Turning,2020,"11,947","Drama, Horror, Mystery",94 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
2804,Deep Water,2022,No Votes,Thriller,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2610,Crawl,2019,"78,056","Action, Horror, Thriller",87 ,Film,R,-,None,Severe,Moderate,None,Severe
1900,Hightown,2018,"2,930","Crime, Drama, Mystery",60 ,Series,TV-MA,18,Severe,Moderate,Severe,Severe,Mild
2757,300: Rise of an Empire,2014,"289,295","Action, Drama",102 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
2028,Christine,1983,"77,285","Horror, Thriller",110 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
2301,The Omen,1976,"112,851",Horror,111 ,Film,R,-,Mild,Moderate,Mild,Mild,Severe
1885,Sing 2,2021,No Votes,"Animation, Adventure, Comedy",None,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
1642,Warehouse 13,2004,"49,896","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,64,Mild,Mild,Mild,Mild,Mild
972,Ginny & Georgia,2016,"38,432","Comedy, Drama",None,Series,TV-14,20,Moderate,Mild,Moderate,Moderate,Mild
5933,Shoot 'Em Up,2007,"147,643","Action, Thriller",86 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
2097,The Intern,2015,"237,329","Comedy, Drama",121 ,Film,PG-13,-,Mild,None,Mild,Mild,None
5361,Mortal Kombat Legends: Battle of the Realms,2021,"4,097","Animation, Action, Adventure",80 ,Film,R,-,None,Severe,Moderate,None,Moderate
4709,Piranha 3DD,2012,"41,440","Comedy, Horror, Sci-Fi",83 ,Film,R,-,Severe,Severe,Moderate,Severe,Severe
5546,The Suite Life of Zack & Cody,2020,"34,598","Comedy, Family",30 ,Series,TV-G,87,None,None,None,None,Mild
6136,Night Raiders,2021,118,Sci-Fi,97 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
836,The Mauritanian,2021,"38,934","Drama, Thriller",129 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
3471,Anastasia,1997,"117,353","Animation, Adventure, Drama",94 ,Film,G,-,None,Mild,None,Mild,Moderate
601,The Exorcist,1973,"377,673",Horror,122 ,Film,R,-,Moderate,Moderate,Severe,Mild,Severe
2184,True Lies,1994,"248,030","Action, Comedy, Thriller",141 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
4907,Bad Blood,2021,"8,821","Crime, Drama",47 ,Series,TV-MA,14,Mild,Severe,Moderate,Moderate,Moderate
3721,Psycho Goreman,2020,"9,898","Comedy, Horror, Sci-Fi",95 ,Film,Not Rated,-,None,Severe,Moderate,None,Mild
5299,Blair Witch,2016,"43,679","Horror, Mystery, Thriller",89 ,Film,R,-,None,Moderate,Severe,Mild,Severe
1582,They Live,1988,"120,731","Action, Sci-Fi, Thriller",94 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
5251,The Newsreader,1995,634,Drama,None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
5869,Selena,1997,"27,519","Biography, Drama, Music",127 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
4081,Broad City,1992,"28,943",Comedy,22 ,Series,TV-14,50,Moderate,None,Moderate,Severe,Mild
1070,Memento,2000,"1,172,386","Mystery, Thriller",113 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1775,House of 1000 Corpses,2003,"82,053",Horror,89 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
5932,Hung,2005,"21,410","Comedy, Drama",30 ,Series,TV-MA,30,Severe,None,Moderate,Mild,None
1283,The Magicians,2011,"46,959","Drama, Fantasy, Mystery",60 ,Series,TV-14,65,Mild,Moderate,Severe,Severe,Moderate
5136,In the Tall Grass,2019,"51,569","Horror, Mystery, Sci-Fi",101 ,Film,TV-MA,-,Mild,Severe,Moderate,None,Moderate
4504,Cocktail,1988,"82,400","Comedy, Drama, Romance",104 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
5865,Eli,2019,"32,525","Drama, Horror, Mystery",98 ,Film,R,-,None,Moderate,Mild,None,Moderate
1836,Preacher,2001,"71,090","Adventure, Drama, Fantasy",60 ,Series,TV-MA,43,Moderate,Severe,Moderate,Severe,Severe
